Description,Location,Price (PHP),Bedrooms,Floor_area (sqm),Land_area (sqm),Link
Single Detach House in Guadalupe Corner Unit with 4 Bedrooms 2 Carport Bath Tub,"Guadalupe, Cebu","14,700,000",4,164,156,https://www.lamudi.com.ph/single-detach-house-in-guadalupe-corner-unit-with-4-bedrooms-2-carport-bath-tub.html
"House and Lot with 3 bedroom for Sale in Verona, Lumil, Silang-Luciana","Lumil, Silang","9,434,000",3,174,176,https://www.lamudi.com.ph/house-and-lot-with-3-bedroom-for-sale-in-verona-lumil-silang-luciana.html
"BRAHMS Duplex - Modern Minimalist House and Lot for Sale in Aria, Cainta, Rizal","San Isidro, Cainta","7,300,000",3,92,112,https://www.lamudi.com.ph/brahms-duplex-modern-minimalist-house-and-lot-for-sale-in-aria-cainta-rizal.html
"IRIS House and Lot for Sale in Amarilyo Crest at Havila, Taytay, Rizal","San Juan, Taytay","7,610,400",3,63,185,https://www.lamudi.com.ph/iris-house-and-lot-for-sale-in-amarilyo-crest-at-havila-taytay-rizal.html
"AMBER Townhouse for Sale in Austine Homes, Mabalacat, Pampanga","Santa Maria, Mabalacat","1,700,000",2,43,no info,https://www.lamudi.com.ph/amber-townhouse-for-sale-in-austine-homes-mabalacat-pampanga.html
"ARIA RFO Townhouse for Sale in Idesia Dasmarinas Ph1, Special Discount 269K -Blk10 Lo...","San Agustin I, Dasmarinas","2,239,999",2,42,60,https://www.lamudi.com.ph/aria-rfo-townhouse-for-sale-in-idesia-dasmarinas-ph1-special-discount-269k-blk10-lot14.html
"Brand New House and Lot For Sale with 5 Bedrooms in Angeles City, Pampanga","Cuayan, Angeles","17,000,000",5,260,200,https://www.lamudi.com.ph/brand-new-house-and-lot-for-sale-with-5-bedrooms-in-angeles-city-pampanga.html
"3-Bedroom House and Lot for Sale at Lancaster New City in General Trias, Cavite -GABR...","Pasong Camachile I, General Trias","6,650,000",3,84,120,https://www.lamudi.com.ph/3-bedroom-house-and-lot-for-sale-at-lancaster-new-city-in-general-trias-cavite-gabrielle-model.html
4-Bedroom Single Detached House and Lot for Sale in The Arcadia | Boundary of Angeles...,"Manibaug Paralaya, Porac","8,215,525",4,144,154,https://www.lamudi.com.ph/4-bedroom-single-detached-house-and-lot-for-sale-in-the-arcadia-boundary-of-angeles-and-porac-pampanga-adelaide-model.html
"3-Bedroom House and Lot for Sale in The Arcadia | Boundary of Angeles and Porac, Pamp...","Manibaug Paralaya, Porac","3,177,163",3,78,63,https://www.lamudi.com.ph/3-bedroom-house-and-lot-for-sale-in-the-arcadia-boundary-of-angeles-and-porac-pampanga-anais-inner-unit-complete.html
"3-Bedroom House and Lot for Sale at Lancaster New City in Imus, Cavite -AIRA Model","Alapan II-A, Imus","5,282,600",3,80,92,https://www.lamudi.com.ph/3-bedroom-house-and-lot-for-sale-at-lancaster-new-city-in-imus-cavite-aira-model.html
"3 bedroom House and Lot for Sale in San Francisco Heights, Calamba-Sabrina","Palo-Alto, Calamba","4,442,000",3,60,110,https://www.lamudi.com.ph/3-bedroom-house-and-lot-for-sale-in-san-francisco-heights-calamba-sabrina.html
2-Storey Single Attached House and Lot (ASTA) for Sale in Amoa Compostela Cebu - with...,"Tamiao, Compostela","5,200,000",4,82,120,https://www.lamudi.com.ph/2-storey-single-attached-house-and-lot-asta-for-sale-in-amoa-compostela-cebu-with-special-offer.html
4-Bedroom Single Detached House and Lot for Sale in The Arcadia | Boundary of Angeles...,"Manibaug Paralaya, Porac","6,574,890",4,124,143,https://www.lamudi.com.ph/4-bedroom-single-detached-house-and-lot-for-sale-in-the-arcadia-boundary-of-angeles-and-porac-pampanga-aberdeen-model.html
4-Bedroom Single Detached House and Lot for for Sale in The Arcadia | Boundary of Ang...,"Manibaug Paralaya, Porac","5,379,890",4,96,98,https://www.lamudi.com.ph/4-bedroom-single-detached-house-and-lot-for-for-sale-in-the-arcadia-boundary-of-angeles-and-porac-pampanga-arrah-model.html
GAIA 2-Storey Single Detached (Corner) for Sale in Idesia Dasmarinas Phase 2,"San Agustin I, Dasmarinas","6,900,000",3,63,187,https://www.lamudi.com.ph/gaia-2-storey-single-detached-corner-for-sale-in-idesia-dasmarinas-phase-2.html
"CRISSA House for Sale in Tierra Vista at San Rafael Estates, Bulacan - End Unit","San Roque, San Rafael","1,700,000",2,38,67,https://www.lamudi.com.ph/crissa-house-for-sale-in-tierra-vista-at-san-rafael-estates-bulacan-end-unit.html
"IRIS House and Lot for Sale in Somerset Lane, Tarlac City","Salapungan, Tarlac","3,776,952",3,62,100,https://www.lamudi.com.ph/iris-house-and-lot-for-sale-in-somerset-lane-tarlac-city.html
"3-Bedroom House and Lot for Sale at Lancaster New City in Kawit, Cavite -MARGARET Mod...","San Sebastian, Kawit","5,690,000",3,72,100,https://www.lamudi.com.ph/3-bedroom-house-and-lot-for-sale-at-lancaster-new-city-in-kawit-cavite-margaret-model.html
House For Sale RFO Anica 3BR/2CR Near MOA via Cavitex,"Alapan II-B, Imus","2,400,000",3,50,50,https://www.lamudi.com.ph/house-for-sale-rfo-anica-3br-2cr-near-moa-via-cavitex.html
"For sale Brand new modern design House & Lot under in Brentville Binan, Laguna","Mampalasan, Binan","25,891,200",3,113,239,https://www.lamudi.com.ph/for-sale-brand-new-modern-design-house-lot-under-in-brentville-binan-laguna.html
"Vista Verde 2-Storey 4 Bedroom House for Sale with Big frontage in Cainta, Rizal","San Isidro, Cainta","29,000,000",4,720,840,https://www.lamudi.com.ph/vista-verde-2-storey-4-bedroom-house-for-sale-with-big-frontage-in-cainta-rizal.html
"Salas Real - House and Lot for Sale in Iloilo, 4 Bedrooms - Angelina Unit","Jaro, Iloilo","4,230,000",4,79,116,https://www.lamudi.com.ph/salas-real-house-and-lot-for-sale-in-iloilo-4-bedrooms-angelina-unit.html
"2-Storey Single Detached House and Lot (ASHA) for Sale in Amoa, Compostela Cebu - wit...","Tamiao, Compostela","5,200,000",4,82,120,https://www.lamudi.com.ph/2-storey-single-detached-house-and-lot-asha-for-sale-in-amoa-compostela-cebu-with-special-offer.html
"2-Storey Townhouse (AMITA - Mid) for Sale in Amoa, Compostela, Cebu - with Special Of...","Tamiao, Compostela","3,000,000",2,53,50,https://www.lamudi.com.ph/2-storey-townhouse-amita-mid-for-sale-in-amoa-compostela-cebu-with-special-offer.html
4-Bedroom Single Detached House and Lot for Sale in The Arcadia | Boundary of Angeles...,"Manibaug Paralaya, Porac","9,440,500",4,173,168,https://www.lamudi.com.ph/4-bedroom-single-detached-house-and-lot-for-sale-in-the-arcadia-boundary-of-angeles-and-porac-pampanga-atlanta-model.html
"3-Bedroom Townhouse for Sale at Lancaster New City in General Trias, Cavite -ANICA Mo...","Pasong Camachile I, General Trias","2,389,000",3,50,50,https://www.lamudi.com.ph/3-bedroom-townhouse-for-sale-at-lancaster-new-city-in-general-trias-cavite-anica-model.html
"TALIA 2-Storey Single Attached (Irregular) for Sale in Idesia Lipa, Batangas","Inosloban, Lipa","5,600,000",2,52,118,https://www.lamudi.com.ph/talia-2-storey-single-attached-irregular-for-sale-in-idesia-lipa-batangas.html
"ARIA RFO Townhouse for Sale in Idesia Dasmarinas Ph1, Special Discount 269K -Blk10 Lo...","San Agustin I, Dasmarinas","2,239,999",2,42,60,https://www.lamudi.com.ph/aria-rfo-townhouse-for-sale-in-idesia-dasmarinas-ph1-special-discount-269k-blk10-lot15.html
"4-Bedroom House and Lot for Sale at Lancaster New City in General Trias, Cavite -BRIA...","Pasong Camachile I, General Trias","6,756,360",4,110,100,https://www.lamudi.com.ph/4-bedroom-house-and-lot-for-sale-at-lancaster-new-city-in-general-trias-cavite-briana-model.html
3 Bedrooms House and Lot for sale at Camella Sierra Metro East (Cara Model),"Dulumbayan, Teresa","5,772,000",3,66,91,https://www.lamudi.com.ph/3-bedrooms-house-and-lot-for-sale-at-camella-sierra-metro-east-cara-model.html
"3 bedroom House and Lot for Sale in San Francisco Heights, Calamba- Scarlett","Palo-Alto, Calamba","4,767,000",3,72,110,https://www.lamudi.com.ph/3-bedroom-house-and-lot-for-sale-in-san-francisco-heights-calamba-scarlett.html
"4 bedroom House and Lot for Sale in San Francisco Heights, Calamba-Serena","Palo-Alto, Calamba","5,400,000",4,83,110,https://www.lamudi.com.ph/4-bedroom-house-and-lot-for-sale-in-san-francisco-heights-calamba-serena.html
"4-Bedroom Single Detached House and Lot for Sale in Ajoya Cabanatuan, Nueva Ecija - w...","Valle Cruz, Cabanatuan","5,300,000",4,96,144,https://www.lamudi.com.ph/4-bedroom-single-detached-house-and-lot-for-sale-in-ajoya-cabanatuan-nueva-ecija-with-special-offer.html
"MOLAVE House and Lot for Sale in Somerset Lane, Tarlac City","Salapungan, Tarlac","2,949,194",2,39,100,https://www.lamudi.com.ph/molave-house-and-lot-for-sale-in-somerset-lane-tarlac-city.html
"GAIA 2-Storey Single Detached (Irr-Corner) for Sale in Idesia Lipa, Batangas","Inosloban, Lipa","6,600,000",3,63,137,https://www.lamudi.com.ph/gaia-2-storey-single-detached-irr-corner-for-sale-in-idesia-lipa-batangas.html
"10 Bedroom Mansion and Farm Surrounding Forest in Indang, Cavite","Banaba Cerca, Indang","350,000,000",10,2000,17000,https://www.lamudi.com.ph/10-bedroom-mansion-and-farm-surrounding-forest-in-indang-cavite.html
"House and Lot in Brentville Intl Community in Binan, Laguna in Mampalasan","Mampalasan, Binan","38,563,100",3,340,461,https://www.lamudi.com.ph/house-and-lot-in-brentville-intl-community-in-binan-laguna-in-mampalasan.html
Muntinlupa Single House and Lot,"Putatan, Muntinlupa","7,150,000",3,100,120,https://www.lamudi.com.ph/muntinlupa-single-house-and-lot.html
"Duplex House and Lot Side by Side Roadside for Sale in Ajoya Capas, Tarlac - with Spe...","Talaga, Capas","2,700,000",no info,66,79,https://www.lamudi.com.ph/duplex-house-and-lot-side-by-side-roadside-for-sale-in-ajoya-capas-tarlac-with-special-offer.html
ARIA Townhouse (Inner) for Sale in Idesia Dasmarinas Phase 1,"San Agustin I, Dasmarinas","2,600,000",2,42,60,https://www.lamudi.com.ph/aria-townhouse-inner-for-sale-in-idesia-dasmarinas-phase-1.html
"ARIA RFO Townhouse for Sale in Idesia Dasmarinas Ph1, Special Discount 269K -Blk10 Lo...","San Agustin I, Dasmarinas","2,239,999",2,42,60,https://www.lamudi.com.ph/aria-rfo-townhouse-for-sale-in-idesia-dasmarinas-ph1-special-discount-269k-blk10-lot59.html
"Leia Two Storey Duplex for Sale in Sentosa, Calamba Laguna","Punta, Calamba","2,925,600",3,60,80,https://www.lamudi.com.ph/leia-two-storey-duplex-for-sale-in-sentosa-calamba-laguna.html
"CHELSEA PRIME House and Lot for Sale in Princeton Heights, Bacoor, Cavite","Mambog IV, Bacoor","10,361,200",4,114,192,https://www.lamudi.com.ph/chelsea-prime-house-and-lot-for-sale-in-princeton-heights-bacoor-cavite.html
"CHOPIN House and Lot for Sale in Princeton Heights, Bacoor, Cavite","Mambog IV, Bacoor","13,737,600",3,113,210,https://www.lamudi.com.ph/chopin-house-and-lot-for-sale-in-princeton-heights-bacoor-cavite.html
"IRIS Modern Minimalist House for Sale in Verna at San Rafael Estates, Bulacan","San Roque, San Rafael","3,441,882",3,62,120,https://www.lamudi.com.ph/iris-modern-minimalist-house-for-sale-in-verna-at-san-rafael-estates-bulacan.html
"3-Bedroom House and Lot for Sale at Lancaster New City in Kawit, Cavite -GABRIELLE Mo...","San Sebastian, Kawit","6,650,000",3,84,120,https://www.lamudi.com.ph/3-bedroom-house-and-lot-for-sale-at-lancaster-new-city-in-kawit-cavite-gabrielle-model.html
"Duplex House and Lot Side by Side Parkside for Sale in Ajoya Capas, Tarlac - with Spe...","Talaga, Capas","2,800,000",no info,66,79,https://www.lamudi.com.ph/duplex-house-and-lot-side-by-side-parkside-for-sale-in-ajoya-capas-tarlac-with-special-offer.html
"3-Bedroom House and Lot for Sale at Lancaster New City in General Trias, Cavite -AIRA...","Pasong Camachile I, General Trias","5,282,600",3,80,92,https://www.lamudi.com.ph/3-bedroom-house-and-lot-for-sale-at-lancaster-new-city-in-general-trias-cavite-aira-model.html
4 Bedrooms Bungalow Home For Sale in Happy Valley Cebu City,"Labangon, Cebu","33,000,000",4,350,640,https://www.lamudi.com.ph/4-bedrooms-bungalow-home-for-sale-in-happy-valley-cebu-city.html
"Pre-owned Townhouse for Sale Vergonville, Pulang Lupa Dos, Las Pinas City","Pulang Lupa Dos, Las Pinas","4,000,000",2,84,74,https://www.lamudi.com.ph/pre-owned-townhouse-for-sale-vergonville-pulang-lupa-dos-las-pinas-city.html
Pundaquit | Two Bedroom 2BR Relaxing Beach Resort for Sale in Zambales-DS882585,"Pundaquit, San Antonio","12,000,000",2,290,800,https://www.lamudi.com.ph/pundaquit-two-bedroom-2br-relaxing-beach-resort-for-sale-in-zambales-ds882585-1.html
"2-Storey 4BR House and Lot (Elyza Model) for Sale in Governor's Hills, General Trias,...","Biclatan, General Trias","8,795,130",4,206,231,https://www.lamudi.com.ph/2-storey-4br-house-and-lot-elyza-model-for-sale-in-governors-hills-general-trias-cavite.html
"2BR Triplex House (Katrina Townhomes) for Sale in Governor's Hills, General Trias, Ca...","Biclatan, General Trias","2,581,630",2,88,74,https://www.lamudi.com.ph/2br-triplex-house-katrina-townhomes-for-sale-in-governors-hills-general-trias-cavite.html
"2-Storey 4BR House and Lot (Caterina Model) for Sale in Siena Hills, Lipa City, Batan...","Antipolo del Sur, Lipa","7,413,780",4,136,176,https://www.lamudi.com.ph/2-storey-4br-house-and-lot-caterina-model-for-sale-in-siena-hills-lipa-city-batangas.html
"3BR Bungalow House and Lot (Angelica Model) for Sale in Siena Hills, Lipa City, Batan...","Antipolo del Sur, Lipa","5,036,925",3,67,150,https://www.lamudi.com.ph/3br-bungalow-house-and-lot-angelica-model-for-sale-in-siena-hills-lipa-city-batangas.html
"2-Storey 3BR House and Lot (Fiorenza Premium) for Sale in Siena Hills, Lipa City, Bat...","Antipolo del Sur, Lipa","6,085,537",3,117,120,https://www.lamudi.com.ph/2-storey-3br-house-and-lot-fiorenza-premium-for-sale-in-siena-hills-lipa-city-batangas.html
"2-Storey 4BR House and Lot (Luciana Model) for Sale in Siena Hills, Lipa City, Batang...","Antipolo del Sur, Lipa","8,381,730",4,174,176,https://www.lamudi.com.ph/2-storey-4br-house-and-lot-luciana-model-for-sale-in-siena-hills-lipa-city-batangas.html
"Daisy - Garden Grove, 3 bedroom for sale Dasmarinas, Cavite","Salitran I, Dasmarinas","2,400,000",3,50,75,https://www.lamudi.com.ph/daisy-garden-grove-3-bedroom-for-sale-dasmarinas-cavite.html
"Townhouse for sale 2 door commercial space - Santa Rosa, Laguna","Sinalhan, Santa Rosa","3,200,000",1,102,102,https://www.lamudi.com.ph/townhouse-for-sale-2-door-commercial-space-santa-rosa-laguna.html
Beautiful 6 Bedrooms House for Sale in Forbes Park Makati City,"Forbes Park, Makati","1,200,000,000",6,1788,2501,https://www.lamudi.com.ph/beautiful-6-bedrooms-house-for-sale-in-forbes-park-makati-city-16.html
"PVT2020-0024: House & Lot for Sale at Dasmarinas, Cavite","Paliparan I, Dasmarinas","10,000,000",no info,117,229,https://www.lamudi.com.ph/pvt2020-0024-house-lot-for-sale-at-dasmarinas-cavite.html
"5-Bedroom House and Lot (Amadea Model) for Sale in Suntrust Verona, Silang, Cavite","Lumil, Silang","9,268,000",5,179,176,https://www.lamudi.com.ph/5-bedroom-house-and-lot-amadea-model-for-sale-in-suntrust-verona-silang-cavite.html
"3BR House and Lot (Fiorenza Standard) for Sale in Suntrust Verona, Silang, Cavite","Lumil, Silang","5,941,000",3,112,120,https://www.lamudi.com.ph/3br-house-and-lot-fiorenza-standard-for-sale-in-suntrust-verona-silang-cavite.html
"4-Bedroom House and Lot (Caterina Model) for Sale in Suntrust Verona, Silang, Cavite","Lumil, Silang","8,466,000",4,136,176,https://www.lamudi.com.ph/4-bedroom-house-and-lot-caterina-model-for-sale-in-suntrust-verona-silang-cavite.html
"3BR Quadruplex (Kiara Townhouse Inner) for Sale in Suntrust Sentosa, Calamba, Laguna","Punta, Calamba","2,406,200",3,79,60,https://www.lamudi.com.ph/3br-quadruplex-kiara-townhouse-inner-for-sale-in-suntrust-sentosa-calamba-laguna.html
"4-Bedroom House and Lot (Orabella Model) for Sale in Suntrust Verona, Silang, Cavite","Lumil, Silang","8,913,000",4,147,176,https://www.lamudi.com.ph/4-bedroom-house-and-lot-orabella-model-for-sale-in-suntrust-verona-silang-cavite.html
"1BR Quadruplex House and Lot (Legato Model) for Sale in Gran Avila, Calamba, Laguna","Majada Labas, Calamba","1,366,658",1,25,58,https://www.lamudi.com.ph/1br-quadruplex-house-and-lot-legato-model-for-sale-in-gran-avila-calamba-laguna.html
"For Sale Stylish Brand New House and lot in Filinvest East Homes, Cainta","San Isidro, Cainta","18,500,000",3,220,141,https://www.lamudi.com.ph/for-sale-stylish-brand-new-house-and-lot-in-filinvest-east-homes-cainta.html
Horseshoe Village Quezon City House and Lot for Sale,"Horseshoe, Quezon City","138,300,000",4,260,922,https://www.lamudi.com.ph/horseshoe-village-quezon-city-house-and-lot-for-sale-1.html
Mckinley Hill Village 5 Bedroom Beautiful Modern House for Sale in Taguig nr BGC,"McKinley Hill, Taguig","102,000,000",5,587,229,https://www.lamudi.com.ph/mckinley-hill-village-5-bedroom-beautiful-modern-house-for-sale-in-taguig-nr-bgc.html
Renovated House for Sale Forbes Park Makati,"Forbes Park, Makati","755,055,000",5,899,1500,https://www.lamudi.com.ph/renovated-house-for-sale-forbes-park-makati-113.html
"Gracious morning sun house and lot for sale in B.F. Homes, Paranaque","B.F. Homes, Paranaque","31,800,000",5,350,304,https://www.lamudi.com.ph/gracious-morning-sun-house-and-lot-for-sale-in-b-f-homes-paranaque-1.html
"Modern Nice Location Elegant House And Lot For Sale In B.F. Homes, Paranaque","B.F. Homes, Paranaque","19,800,000",4,295,204,https://www.lamudi.com.ph/modern-nice-location-elegant-house-and-lot-for-sale-in-b-f-homes-paranaque-1.html
"Modern Zen House and Lot for sale in B.F. Homes, Paranaque","B.F. Homes, Paranaque","18,500,000",3,300,204,https://www.lamudi.com.ph/modern-zen-house-and-lot-for-sale-in-b-f-homes-paranaque-1.html
"Renovated 5BR House and Lot For Sale in B.F. Homes, Paranaque","B.F. Homes, Paranaque","19,500,000",5,300,282,https://www.lamudi.com.ph/renovated-5br-house-and-lot-for-sale-in-b-f-homes-paranaque.html
Airy Brand New Modern and Elegant Finish House & Lot For Sale in B.F. Homes,"B.F. Homes, Paranaque","30,000,000",4,500,312,https://www.lamudi.com.ph/airy-brand-new-modern-and-elegant-finish-house-lot-for-sale-in-b-f-homes.html
"Fully Renovated House and Lot For Sale in B.F. Homes, Paranaque","B.F. Homes, Paranaque","25,500,000",4,300,309,https://www.lamudi.com.ph/fully-renovated-house-and-lot-for-sale-in-b-f-homes-paranaque.html
"Modern Zen 3BR House and Lot For Sale in B.F. Homes, Paranaque","B.F. Homes, Paranaque","18,500,000",3,300,204,https://www.lamudi.com.ph/modern-zen-3br-house-and-lot-for-sale-in-b-f-homes-paranaque.html
